[Material]
[element_id]  [E]         [G]          [nu]   [rho]     
79            2.1e+11     8.1000e+10   0.3    7850      
80            2.1e+11     8.1000e+10   0.3    7850      
81            2.1e+11     8.1000e+10   0.3    7850      
82            2.1e+11     8.1000e+10   0.3    7850      
83            2.1e+11     8.1000e+10   0.3    7850      
84            2.1e+11     8.1000e+10   0.3    7850      
85            2.1e+11     8.1000e+10   0.3    7850      
86            2.1e+11     8.1000e+10   0.3    7850      
87            2.1e+11     8.1000e+10   0.3    7850      
88            2.1e+11     8.1000e+10   0.3    7850      
89            2.1e+11     8.1000e+10   0.3    7850      
90            2.1e+11     8.1000e+10   0.3    7850      
91            2.1e+11     8.1000e+10   0.3    7850      
92            2.1e+11     8.1000e+10   0.3    7850      
93            2.1e+11     8.1000e+10   0.3    7850      
94            2.1e+11     8.1000e+10   0.3    7850      
95            2.1e+11     8.1000e+10   0.3    7850      
96            2.1e+11     8.1000e+10   0.3    7850      
97            2.1e+11     8.1000e+10   0.3    7850      
98            2.1e+11     8.1000e+10   0.3    7850      
99            2.1e+11     8.1000e+10   0.3    7850      
100           2.1e+11     8.1000e+10   0.3    7850      
101           2.1e+11     8.1000e+10   0.3    7850      
102           2.1e+11     8.1000e+10   0.3    7850      
103           2.1e+11     8.1000e+10   0.3    7850      
104           2.1e+11     8.1000e+10   0.3    7850      
105           2.1e+11     8.1000e+10   0.3    7850      
106           2.1e+11     8.1000e+10   0.3    7850      
107           2.1e+11     8.1000e+10   0.3    7850      
108           2.1e+11     8.1000e+10   0.3    7850      
109           2.1e+11     8.1000e+10   0.3    7850      
110           2.1e+11     8.1000e+10   0.3    7850      
111           2.1e+11     8.1000e+10   0.3    7850      
112           2.1e+11     8.1000e+10   0.3    7850      
113           2.1e+11     8.1000e+10   0.3    7850      
114           2.1e+11     8.1000e+10   0.3    7850      
115           2.1e+11     8.1000e+10   0.3    7850      
116           2.1e+11     8.1000e+10   0.3    7850      
117           2.1e+11     8.1000e+10   0.3    7850      
118           2.1e+11     8.1000e+10   0.3    7850      
119           2.1e+11     8.1000e+10   0.3    7850      
120           2.1e+11     8.1000e+10   0.3    7850      
121           2.1e+11     8.1000e+10   0.3    7850      
122           2.1e+11     8.1000e+10   0.3    7850      
123           2.1e+11     8.1000e+10   0.3    7850      
124           2.1e+11     8.1000e+10   0.3    7850      
125           2.1e+11     8.1000e+10   0.3    7850      
126           2.1e+11     8.1000e+10   0.3    7850      
127           2.1e+11     8.1000e+10   0.3    7850      
128           2.1e+11     8.1000e+10   0.3    7850      
129           2.1e+11     8.1000e+10   0.3    7850      
130           2.1e+11     8.1000e+10   0.3    7850      
131           2.1e+11     8.1000e+10   0.3    7850      
132           2.1e+11     8.1000e+10   0.3    7850      
133           2.1e+11     8.1000e+10   0.3    7850      
134           2.1e+11     8.1000e+10   0.3    7850      
135           2.1e+11     8.1000e+10   0.3    7850      
136           2.1e+11     8.1000e+10   0.3    7850      
137           2.1e+11     8.1000e+10   0.3    7850      
138           2.1e+11     8.1000e+10   0.3    7850      
139           2.1e+11     8.1000e+10   0.3    7850      
140           2.1e+11     8.1000e+10   0.3    7850      
141           2.1e+11     8.1000e+10   0.3    7850      
142           2.1e+11     8.1000e+10   0.3    7850      
143           2.1e+11     8.1000e+10   0.3    7850      
144           2.1e+11     8.1000e+10   0.3    7850      
145           2.1e+11     8.1000e+10   0.3    7850      
146           2.1e+11     8.1000e+10   0.3    7850      
147           2.1e+11     8.1000e+10   0.3    7850      
148           2.1e+11     8.1000e+10   0.3    7850      
149           2.1e+11     8.1000e+10   0.3    7850      
150           2.1e+11     8.1000e+10   0.3    7850      
151           2.1e+11     8.1000e+10   0.3    7850      
152           2.1e+11     8.1000e+10   0.3    7850      
153           2.1e+11     8.1000e+10   0.3    7850      
154           2.1e+11     8.1000e+10   0.3    7850      
155           2.1e+11     8.1000e+10   0.3    7850      
156           2.1e+11     8.1000e+10   0.3    7850      
157           2.1e+11     8.1000e+10   0.3    7850      
158           2.1e+11     8.1000e+10   0.3    7850      
159           2.1e+11     8.1000e+10   0.3    7850      
160           2.1e+11     8.1000e+10   0.3    7850      
161           2.1e+11     8.1000e+10   0.3    7850      
162           2.1e+11     8.1000e+10   0.3    7850      
163           2.1e+11     8.1000e+10   0.3    7850      
164           2.1e+11     8.1000e+10   0.3    7850      
165           2.1e+11     8.1000e+10   0.3    7850      
166           2.1e+11     8.1000e+10   0.3    7850      
167           2.1e+11     8.1000e+10   0.3    7850      
168           2.1e+11     8.1000e+10   0.3    7850      
169           2.1e+11     8.1000e+10   0.3    7850      
170           2.1e+11     8.1000e+10   0.3    7850      
171           2.1e+11     8.1000e+10   0.3    7850      
172           2.1e+11     8.1000e+10   0.3    7850      
173           2.1e+11     8.1000e+10   0.3    7850      
174           2.1e+11     8.1000e+10   0.3    7850      
175           2.1e+11     8.1000e+10   0.3    7850      
176           2.1e+11     8.1000e+10   0.3    7850      
177           2.1e+11     8.1000e+10   0.3    7850      
178           2.1e+11     8.1000e+10   0.3    7850      
179           2.1e+11     8.1000e+10   0.3    7850      
180           2.1e+11     8.1000e+10   0.3    7850      
181           2.1e+11     8.1000e+10   0.3    7850      
182           2.1e+11     8.1000e+10   0.3    7850      
183           2.1e+11     8.1000e+10   0.3    7850      
184           2.1e+11     8.1000e+10   0.3    7850      
185           2.1e+11     8.1000e+10   0.3    7850      
186           2.1e+11     8.1000e+10   0.3    7850      
187           2.1e+11     8.1000e+10   0.3    7850      
188           2.1e+11     8.1000e+10   0.3    7850      
189           2.1e+11     8.1000e+10   0.3    7850      
190           2.1e+11     8.1000e+10   0.3    7850      
191           2.1e+11     8.1000e+10   0.3    7850      
192           2.1e+11     8.1000e+10   0.3    7850      
193           2.1e+11     8.1000e+10   0.3    7850      
194           2.1e+11     8.1000e+10   0.3    7850      
195           2.1e+11     8.1000e+10   0.3    7850      
196           2.1e+11     8.1000e+10   0.3    7850      
197           2.1e+11     8.1000e+10   0.3    7850      
198           2.1e+11     8.1000e+10   0.3    7850      
199           2.1e+11     8.1000e+10   0.3    7850      
200           2.1e+11     8.1000e+10   0.3    7850      
201           2.1e+11     8.1000e+10   0.3    7850      
202           2.1e+11     8.1000e+10   0.3    7850      
203           2.1e+11     8.1000e+10   0.3    7850      
204           2.1e+11     8.1000e+10   0.3    7850      
205           2.1e+11     8.1000e+10   0.3    7850      
206           2.1e+11     8.1000e+10   0.3    7850      
207           2.1e+11     8.1000e+10   0.3    7850      
208           2.1e+11     8.1000e+10   0.3    7850      
209           2.1e+11     8.1000e+10   0.3    7850      
210           2.1e+11     8.1000e+10   0.3    7850      
211           2.1e+11     8.1000e+10   0.3    7850      
212           2.1e+11     8.1000e+10   0.3    7850      
213           2.1e+11     8.1000e+10   0.3    7850      
214           2.1e+11     8.1000e+10   0.3    7850      
215           2.1e+11     8.1000e+10   0.3    7850      
216           2.1e+11     8.1000e+10   0.3    7850      
217           2.1e+11     8.1000e+10   0.3    7850      
218           2.1e+11     8.1000e+10   0.3    7850      
219           2.1e+11     8.1000e+10   0.3    7850      
220           2.1e+11     8.1000e+10   0.3    7850      
221           2.1e+11     8.1000e+10   0.3    7850      
222           2.1e+11     8.1000e+10   0.3    7850      
223           2.1e+11     8.1000e+10   0.3    7850      
224           2.1e+11     8.1000e+10   0.3    7850      
225           2.1e+11     8.1000e+10   0.3    7850      
226           2.1e+11     8.1000e+10   0.3    7850      
227           2.1e+11     8.1000e+10   0.3    7850      
228           2.1e+11     8.1000e+10   0.3    7850      
229           2.1e+11     8.1000e+10   0.3    7850      
230           2.1e+11     8.1000e+10   0.3    7850      
231           2.1e+11     8.1000e+10   0.3    7850      
232           2.1e+11     8.1000e+10   0.3    7850      
233           2.1e+11     8.1000e+10   0.3    7850      
234           2.1e+11     8.1000e+10   0.3    7850      
235           2.1e+11     8.1000e+10   0.3    7850      
236           2.1e+11     8.1000e+10   0.3    7850      
237           2.1e+11     8.1000e+10   0.3    7850      
238           2.1e+11     8.1000e+10   0.3    7850      
239           2.1e+11     8.1000e+10   0.3    7850      
240           2.1e+11     8.1000e+10   0.3    7850      
241           2.1e+11     8.1000e+10   0.3    7850      
242           2.1e+11     8.1000e+10   0.3    7850      
243           2.1e+11     8.1000e+10   0.3    7850      
244           2.1e+11     8.1000e+10   0.3    7850      
245           2.1e+11     8.1000e+10   0.3    7850      
246           2.1e+11     8.1000e+10   0.3    7850      
247           2.1e+11     8.1000e+10   0.3    7850      
248           2.1e+11     8.1000e+10   0.3    7850      
249           2.1e+11     8.1000e+10   0.3    7850      
250           2.1e+11     8.1000e+10   0.3    7850      
251           2.1e+11     8.1000e+10   0.3    7850      
252           2.1e+11     8.1000e+10   0.3    7850      
253           2.1e+11     8.1000e+10   0.3    7850      
254           2.1e+11     8.1000e+10   0.3    7850      
255           2.1e+11     8.1000e+10   0.3    7850      
256           2.1e+11     8.1000e+10   0.3    7850      
257           2.1e+11     8.1000e+10   0.3    7850      
258           2.1e+11     8.1000e+10   0.3    7850      
259           2.1e+11     8.1000e+10   0.3    7850      
260           2.1e+11     8.1000e+10   0.3    7850      
261           2.1e+11     8.1000e+10   0.3    7850      
262           2.1e+11     8.1000e+10   0.3    7850      
263           2.1e+11     8.1000e+10   0.3    7850      
264           2.1e+11     8.1000e+10   0.3    7850      
265           2.1e+11     8.1000e+10   0.3    7850      
266           2.1e+11     8.1000e+10   0.3    7850      
267           2.1e+11     8.1000e+10   0.3    7850      
268           2.1e+11     8.1000e+10   0.3    7850      
269           2.1e+11     8.1000e+10   0.3    7850      
270           2.1e+11     8.1000e+10   0.3    7850      
271           2.1e+11     8.1000e+10   0.3    7850      
272           2.1e+11     8.1000e+10   0.3    7850      
273           2.1e+11     8.1000e+10   0.3    7850      
274           2.1e+11     8.1000e+10   0.3    7850      
275           2.1e+11     8.1000e+10   0.3    7850      
276           2.1e+11     8.1000e+10   0.3    7850      
277           2.1e+11     8.1000e+10   0.3    7850      
278           2.1e+11     8.1000e+10   0.3    7850      
279           2.1e+11     8.1000e+10   0.3    7850      
280           2.1e+11     8.1000e+10   0.3    7850      
281           2.1e+11     8.1000e+10   0.3    7850      
282           2.1e+11     8.1000e+10   0.3    7850      
283           2.1e+11     8.1000e+10   0.3    7850      
284           2.1e+11     8.1000e+10   0.3    7850      
285           2.1e+11     8.1000e+10   0.3    7850      
286           2.1e+11     8.1000e+10   0.3    7850      
287           2.1e+11     8.1000e+10   0.3    7850      
288           2.1e+11     8.1000e+10   0.3    7850      
289           2.1e+11     8.1000e+10   0.3    7850      
290           2.1e+11     8.1000e+10   0.3    7850      
291           2.1e+11     8.1000e+10   0.3    7850      
292           2.1e+11     8.1000e+10   0.3    7850      
293           2.1e+11     8.1000e+10   0.3    7850      
294           2.1e+11     8.1000e+10   0.3    7850      
295           2.1e+11     8.1000e+10   0.3    7850      
296           2.1e+11     8.1000e+10   0.3    7850      
297           2.1e+11     8.1000e+10   0.3    7850      
298           2.1e+11     8.1000e+10   0.3    7850      
299           2.1e+11     8.1000e+10   0.3    7850      
300           2.1e+11     8.1000e+10   0.3    7850      
301           2.1e+11     8.1000e+10   0.3    7850      
302           2.1e+11     8.1000e+10   0.3    7850      
303           2.1e+11     8.1000e+10   0.3    7850      
304           2.1e+11     8.1000e+10   0.3    7850      
305           2.1e+11     8.1000e+10   0.3    7850      
306           2.1e+11     8.1000e+10   0.3    7850      
307           2.1e+11     8.1000e+10   0.3    7850      
308           2.1e+11     8.1000e+10   0.3    7850      
309           2.1e+11     8.1000e+10   0.3    7850      
310           2.1e+11     8.1000e+10   0.3    7850      
311           2.1e+11     8.1000e+10   0.3    7850      
312           2.1e+11     8.1000e+10   0.3    7850      
313           2.1e+11     8.1000e+10   0.3    7850      
314           2.1e+11     8.1000e+10   0.3    7850      
315           2.1e+11     8.1000e+10   0.3    7850      
316           2.1e+11     8.1000e+10   0.3    7850      
317           2.1e+11     8.1000e+10   0.3    7850      
318           2.1e+11     8.1000e+10   0.3    7850      
319           2.1e+11     8.1000e+10   0.3    7850      
320           2.1e+11     8.1000e+10   0.3    7850      
321           2.1e+11     8.1000e+10   0.3    7850      
322           2.1e+11     8.1000e+10   0.3    7850      
323           2.1e+11     8.1000e+10   0.3    7850      
324           2.1e+11     8.1000e+10   0.3    7850      
325           2.1e+11     8.1000e+10   0.3    7850      
326           2.1e+11     8.1000e+10   0.3    7850      
327           2.1e+11     8.1000e+10   0.3    7850      
328           2.1e+11     8.1000e+10   0.3    7850      
329           2.1e+11     8.1000e+10   0.3    7850      
330           2.1e+11     8.1000e+10   0.3    7850      
331           2.1e+11     8.1000e+10   0.3    7850      
332           2.1e+11     8.1000e+10   0.3    7850      
333           2.1e+11     8.1000e+10   0.3    7850      
334           2.1e+11     8.1000e+10   0.3    7850      
335           2.1e+11     8.1000e+10   0.3    7850      
336           2.1e+11     8.1000e+10   0.3    7850      
337           2.1e+11     8.1000e+10   0.3    7850      
338           2.1e+11     8.1000e+10   0.3    7850      
339           2.1e+11     8.1000e+10   0.3    7850      
340           2.1e+11     8.1000e+10   0.3    7850      
341           2.1e+11     8.1000e+10   0.3    7850      
342           2.1e+11     8.1000e+10   0.3    7850      
343           2.1e+11     8.1000e+10   0.3    7850      
344           2.1e+11     8.1000e+10   0.3    7850      
345           2.1e+11     8.1000e+10   0.3    7850      
346           2.1e+11     8.1000e+10   0.3    7850      
347           2.1e+11     8.1000e+10   0.3    7850      
348           2.1e+11     8.1000e+10   0.3    7850      
349           2.1e+11     8.1000e+10   0.3    7850      
350           2.1e+11     8.1000e+10   0.3    7850      
351           2.1e+11     8.1000e+10   0.3    7850      
352           2.1e+11     8.1000e+10   0.3    7850      
353           2.1e+11     8.1000e+10   0.3    7850      
354           2.1e+11     8.1000e+10   0.3    7850      
355           2.1e+11     8.1000e+10   0.3    7850      
356           2.1e+11     8.1000e+10   0.3    7850      
357           2.1e+11     8.1000e+10   0.3    7850      
358           2.1e+11     8.1000e+10   0.3    7850      
359           2.1e+11     8.1000e+10   0.3    7850      
360           2.1e+11     8.1000e+10   0.3    7850      
361           2.1e+11     8.1000e+10   0.3    7850      
362           2.1e+11     8.1000e+10   0.3    7850      
363           2.1e+11     8.1000e+10   0.3    7850      
364           2.1e+11     8.1000e+10   0.3    7850      
365           2.1e+11     8.1000e+10   0.3    7850      
366           2.1e+11     8.1000e+10   0.3    7850      
367           2.1e+11     8.1000e+10   0.3    7850      
368           2.1e+11     8.1000e+10   0.3    7850      
369           2.1e+11     8.1000e+10   0.3    7850      
370           2.1e+11     8.1000e+10   0.3    7850      
371           2.1e+11     8.1000e+10   0.3    7850      
372           2.1e+11     8.1000e+10   0.3    7850      
373           2.1e+11     8.1000e+10   0.3    7850      
374           2.1e+11     8.1000e+10   0.3    7850      
375           2.1e+11     8.1000e+10   0.3    7850      
376           2.1e+11     8.1000e+10   0.3    7850      
377           2.1e+11     8.1000e+10   0.3    7850      
378           2.1e+11     8.1000e+10   0.3    7850      
379           2.1e+11     8.1000e+10   0.3    7850      
380           2.1e+11     8.1000e+10   0.3    7850      
381           2.1e+11     8.1000e+10   0.3    7850      
382           2.1e+11     8.1000e+10   0.3    7850      
383           2.1e+11     8.1000e+10   0.3    7850      
384           2.1e+11     8.1000e+10   0.3    7850      
385           2.1e+11     8.1000e+10   0.3    7850      
386           2.1e+11     8.1000e+10   0.3    7850      
387           2.1e+11     8.1000e+10   0.3    7850      
388           2.1e+11     8.1000e+10   0.3    7850      
389           2.1e+11     8.1000e+10   0.3    7850      
390           2.1e+11     8.1000e+10   0.3    7850      
391           2.1e+11     8.1000e+10   0.3    7850      
392           2.1e+11     8.1000e+10   0.3    7850      
393           2.1e+11     8.1000e+10   0.3    7850      
394           2.1e+11     8.1000e+10   0.3    7850      
395           2.1e+11     8.1000e+10   0.3    7850      
396           2.1e+11     8.1000e+10   0.3    7850      
397           2.1e+11     8.1000e+10   0.3    7850      
398           2.1e+11     8.1000e+10   0.3    7850      
399           2.1e+11     8.1000e+10   0.3    7850      
400           2.1e+11     8.1000e+10   0.3    7850      
401           2.1e+11     8.1000e+10   0.3    7850      
402           2.1e+11     8.1000e+10   0.3    7850      
403           2.1e+11     8.1000e+10   0.3    7850      
404           2.1e+11     8.1000e+10   0.3    7850      
405           2.1e+11     8.1000e+10   0.3    7850      
406           2.1e+11     8.1000e+10   0.3    7850      
407           2.1e+11     8.1000e+10   0.3    7850      
408           2.1e+11     8.1000e+10   0.3    7850      
409           2.1e+11     8.1000e+10   0.3    7850      
410           2.1e+11     8.1000e+10   0.3    7850      
411           2.1e+11     8.1000e+10   0.3    7850      
412           2.1e+11     8.1000e+10   0.3    7850      
413           2.1e+11     8.1000e+10   0.3    7850      
414           2.1e+11     8.1000e+10   0.3    7850      
415           2.1e+11     8.1000e+10   0.3    7850      
416           2.1e+11     8.1000e+10   0.3    7850      
417           2.1e+11     8.1000e+10   0.3    7850      
418           2.1e+11     8.1000e+10   0.3    7850      
419           2.1e+11     8.1000e+10   0.3    7850      
420           2.1e+11     8.1000e+10   0.3    7850      
421           2.1e+11     8.1000e+10   0.3    7850      
422           2.1e+11     8.1000e+10   0.3    7850      
423           2.1e+11     8.1000e+10   0.3    7850      
424           2.1e+11     8.1000e+10   0.3    7850      
425           2.1e+11     8.1000e+10   0.3    7850      
426           2.1e+11     8.1000e+10   0.3    7850      
427           2.1e+11     8.1000e+10   0.3    7850      
428           2.1e+11     8.1000e+10   0.3    7850      
429           2.1e+11     8.1000e+10   0.3    7850      
430           2.1e+11     8.1000e+10   0.3    7850      
431           2.1e+11     8.1000e+10   0.3    7850      
432           2.1e+11     8.1000e+10   0.3    7850      
433           2.1e+11     8.1000e+10   0.3    7850      
434           2.1e+11     8.1000e+10   0.3    7850      
435           2.1e+11     8.1000e+10   0.3    7850      
436           2.1e+11     8.1000e+10   0.3    7850      
437           2.1e+11     8.1000e+10   0.3    7850      
438           2.1e+11     8.1000e+10   0.3    7850      
439           2.1e+11     8.1000e+10   0.3    7850      
440           2.1e+11     8.1000e+10   0.3    7850      
441           2.1e+11     8.1000e+10   0.3    7850      
442           2.1e+11     8.1000e+10   0.3    7850      
443           2.1e+11     8.1000e+10   0.3    7850      
444           2.1e+11     8.1000e+10   0.3    7850      
445           2.1e+11     8.1000e+10   0.3    7850      
446           2.1e+11     8.1000e+10   0.3    7850      
447           2.1e+11     8.1000e+10   0.3    7850      
448           2.1e+11     8.1000e+10   0.3    7850      
449           2.1e+11     8.1000e+10   0.3    7850      
450           2.1e+11     8.1000e+10   0.3    7850      
451           2.1e+11     8.1000e+10   0.3    7850      
452           2.1e+11     8.1000e+10   0.3    7850      
453           2.1e+11     8.1000e+10   0.3    7850      
454           2.1e+11     8.1000e+10   0.3    7850      
455           2.1e+11     8.1000e+10   0.3    7850      
456           2.1e+11     8.1000e+10   0.3    7850      
457           2.1e+11     8.1000e+10   0.3    7850      
458           2.1e+11     8.1000e+10   0.3    7850      
459           2.1e+11     8.1000e+10   0.3    7850      
460           2.1e+11     8.1000e+10   0.3    7850      
461           2.1e+11     8.1000e+10   0.3    7850      
462           2.1e+11     8.1000e+10   0.3    7850      
463           2.1e+11     8.1000e+10   0.3    7850      
464           2.1e+11     8.1000e+10   0.3    7850      
465           2.1e+11     8.1000e+10   0.3    7850      
466           2.1e+11     8.1000e+10   0.3    7850      
467           2.1e+11     8.1000e+10   0.3    7850      
468           2.1e+11     8.1000e+10   0.3    7850      
469           2.1e+11     8.1000e+10   0.3    7850      
470           2.1e+11     8.1000e+10   0.3    7850      
471           2.1e+11     8.1000e+10   0.3    7850      
472           2.1e+11     8.1000e+10   0.3    7850      
473           2.1e+11     8.1000e+10   0.3    7850      
474           2.1e+11     8.1000e+10   0.3    7850      
475           2.1e+11     8.1000e+10   0.3    7850      
476           2.1e+11     8.1000e+10   0.3    7850      
477           2.1e+11     8.1000e+10   0.3    7850      
478           2.1e+11     8.1000e+10   0.3    7850      
479           2.1e+11     8.1000e+10   0.3    7850      
480           2.1e+11     8.1000e+10   0.3    7850      
481           2.1e+11     8.1000e+10   0.3    7850      
482           2.1e+11     8.1000e+10   0.3    7850      
483           2.1e+11     8.1000e+10   0.3    7850      
484           2.1e+11     8.1000e+10   0.3    7850      
485           2.1e+11     8.1000e+10   0.3    7850      
486           2.1e+11     8.1000e+10   0.3    7850      
487           2.1e+11     8.1000e+10   0.3    7850      
488           2.1e+11     8.1000e+10   0.3    7850      
489           2.1e+11     8.1000e+10   0.3    7850      
490           2.1e+11     8.1000e+10   0.3    7850      
491           2.1e+11     8.1000e+10   0.3    7850      
492           2.1e+11     8.1000e+10   0.3    7850      
493           2.1e+11     8.1000e+10   0.3    7850      
494           2.1e+11     8.1000e+10   0.3    7850      
495           2.1e+11     8.1000e+10   0.3    7850      
496           2.1e+11     8.1000e+10   0.3    7850      
497           2.1e+11     8.1000e+10   0.3    7850      
498           2.1e+11     8.1000e+10   0.3    7850      
499           2.1e+11     8.1000e+10   0.3    7850      
