[Grid]
[node_id]   [x]         [y]       [z]       
252         1.008000    0.0       0.0       
253         1.012000    0.0       0.0       
254         1.016000    0.0       0.0       
255         1.020000    0.0       0.0       
256         1.024000    0.0       0.0       
257         1.028000    0.0       0.0       
258         1.032000    0.0       0.0       
259         1.036000    0.0       0.0       
260         1.040000    0.0       0.0       
261         1.044000    0.0       0.0       
262         1.048000    0.0       0.0       
263         1.052000    0.0       0.0       
264         1.056000    0.0       0.0       
265         1.060000    0.0       0.0       
266         1.064000    0.0       0.0       
267         1.068000    0.0       0.0       
268         1.072000    0.0       0.0       
269         1.076000    0.0       0.0       
270         1.080000    0.0       0.0       
271         1.084000    0.0       0.0       
272         1.088000    0.0       0.0       
273         1.092000    0.0       0.0       
274         1.096000    0.0       0.0       
275         1.100000    0.0       0.0       
276         1.104000    0.0       0.0       
277         1.108000    0.0       0.0       
278         1.112000    0.0       0.0       
279         1.116000    0.0       0.0       
280         1.120000    0.0       0.0       
281         1.124000    0.0       0.0       
282         1.128000    0.0       0.0       
283         1.132000    0.0       0.0       
284         1.136000    0.0       0.0       
285         1.140000    0.0       0.0       
286         1.144000    0.0       0.0       
287         1.148000    0.0       0.0       
288         1.152000    0.0       0.0       
289         1.156000    0.0       0.0       
290         1.160000    0.0       0.0       
291         1.164000    0.0       0.0       
292         1.168000    0.0       0.0       
293         1.172000    0.0       0.0       
294         1.176000    0.0       0.0       
295         1.180000    0.0       0.0       
296         1.184000    0.0       0.0       
297         1.188000    0.0       0.0       
298         1.192000    0.0       0.0       
299         1.196000    0.0       0.0       
300         1.200000    0.0       0.0       
301         1.204000    0.0       0.0       
302         1.208000    0.0       0.0       
303         1.212000    0.0       0.0       
304         1.216000    0.0       0.0       
305         1.220000    0.0       0.0       
306         1.224000    0.0       0.0       
307         1.228000    0.0       0.0       
308         1.232000    0.0       0.0       
309         1.236000    0.0       0.0       
310         1.240000    0.0       0.0       
311         1.244000    0.0       0.0       
312         1.248000    0.0       0.0       
313         1.252000    0.0       0.0       
314         1.256000    0.0       0.0       
315         1.260000    0.0       0.0       
316         1.264000    0.0       0.0       
317         1.268000    0.0       0.0       
318         1.272000    0.0       0.0       
319         1.276000    0.0       0.0       
320         1.280000    0.0       0.0       
321         1.284000    0.0       0.0       
322         1.288000    0.0       0.0       
323         1.292000    0.0       0.0       
324         1.296000    0.0       0.0       
325         1.300000    0.0       0.0       
326         1.304000    0.0       0.0       
327         1.308000    0.0       0.0       
328         1.312000    0.0       0.0       
329         1.316000    0.0       0.0       
330         1.320000    0.0       0.0       
331         1.324000    0.0       0.0       
332         1.328000    0.0       0.0       
333         1.332000    0.0       0.0       
334         1.336000    0.0       0.0       
335         1.340000    0.0       0.0       
336         1.344000    0.0       0.0       
337         1.348000    0.0       0.0       
338         1.352000    0.0       0.0       
339         1.356000    0.0       0.0       
340         1.360000    0.0       0.0       
341         1.364000    0.0       0.0       
342         1.368000    0.0       0.0       
343         1.372000    0.0       0.0       
344         1.376000    0.0       0.0       
345         1.380000    0.0       0.0       
346         1.384000    0.0       0.0       
347         1.388000    0.0       0.0       
348         1.392000    0.0       0.0       
349         1.396000    0.0       0.0       
350         1.400000    0.0       0.0       
351         1.404000    0.0       0.0       
352         1.408000    0.0       0.0       
353         1.412000    0.0       0.0       
354         1.416000    0.0       0.0       
355         1.420000    0.0       0.0       
356         1.424000    0.0       0.0       
357         1.428000    0.0       0.0       
358         1.432000    0.0       0.0       
359         1.436000    0.0       0.0       
360         1.440000    0.0       0.0       
361         1.444000    0.0       0.0       
362         1.448000    0.0       0.0       
363         1.452000    0.0       0.0       
364         1.456000    0.0       0.0       
365         1.460000    0.0       0.0       
366         1.464000    0.0       0.0       
367         1.468000    0.0       0.0       
368         1.472000    0.0       0.0       
369         1.476000    0.0       0.0       
370         1.480000    0.0       0.0       
371         1.484000    0.0       0.0       
372         1.488000    0.0       0.0       
373         1.492000    0.0       0.0       
374         1.496000    0.0       0.0       
375         1.500000    0.0       0.0       
376         1.504000    0.0       0.0       
377         1.508000    0.0       0.0       
378         1.512000    0.0       0.0       
379         1.516000    0.0       0.0       
380         1.520000    0.0       0.0       
381         1.524000    0.0       0.0       
382         1.528000    0.0       0.0       
383         1.532000    0.0       0.0       
384         1.536000    0.0       0.0       
385         1.540000    0.0       0.0       
386         1.544000    0.0       0.0       
387         1.548000    0.0       0.0       
388         1.552000    0.0       0.0       
389         1.556000    0.0       0.0       
390         1.560000    0.0       0.0       
391         1.564000    0.0       0.0       
392         1.568000    0.0       0.0       
393         1.572000    0.0       0.0       
394         1.576000    0.0       0.0       
395         1.580000    0.0       0.0       
396         1.584000    0.0       0.0       
397         1.588000    0.0       0.0       
398         1.592000    0.0       0.0       
399         1.596000    0.0       0.0       
400         1.600000    0.0       0.0       
401         1.604000    0.0       0.0       
402         1.608000    0.0       0.0       
403         1.612000    0.0       0.0       
404         1.616000    0.0       0.0       
405         1.620000    0.0       0.0       
406         1.624000    0.0       0.0       
407         1.628000    0.0       0.0       
408         1.632000    0.0       0.0       
409         1.636000    0.0       0.0       
410         1.640000    0.0       0.0       
411         1.644000    0.0       0.0       
412         1.648000    0.0       0.0       
413         1.652000    0.0       0.0       
414         1.656000    0.0       0.0       
415         1.660000    0.0       0.0       
416         1.664000    0.0       0.0       
417         1.668000    0.0       0.0       
418         1.672000    0.0       0.0       
419         1.676000    0.0       0.0       
420         1.680000    0.0       0.0       
421         1.684000    0.0       0.0       
422         1.688000    0.0       0.0       
423         1.692000    0.0       0.0       
424         1.696000    0.0       0.0       
425         1.700000    0.0       0.0       
426         1.704000    0.0       0.0       
427         1.708000    0.0       0.0       
428         1.712000    0.0       0.0       
429         1.716000    0.0       0.0       
430         1.720000    0.0       0.0       
431         1.724000    0.0       0.0       
432         1.728000    0.0       0.0       
433         1.732000    0.0       0.0       
434         1.736000    0.0       0.0       
435         1.740000    0.0       0.0       
436         1.744000    0.0       0.0       
437         1.748000    0.0       0.0       
438         1.752000    0.0       0.0       
439         1.756000    0.0       0.0       
440         1.760000    0.0       0.0       
441         1.764000    0.0       0.0       
442         1.768000    0.0       0.0       
443         1.772000    0.0       0.0       
444         1.776000    0.0       0.0       
445         1.780000    0.0       0.0       
446         1.784000    0.0       0.0       
447         1.788000    0.0       0.0       
448         1.792000    0.0       0.0       
449         1.796000    0.0       0.0       
450         1.800000    0.0       0.0       
451         1.804000    0.0       0.0       
452         1.808000    0.0       0.0       
453         1.812000    0.0       0.0       
454         1.816000    0.0       0.0       
455         1.820000    0.0       0.0       
456         1.824000    0.0       0.0       
457         1.828000    0.0       0.0       
458         1.832000    0.0       0.0       
459         1.836000    0.0       0.0       
460         1.840000    0.0       0.0       
461         1.844000    0.0       0.0       
462         1.848000    0.0       0.0       
463         1.852000    0.0       0.0       
464         1.856000    0.0       0.0       
465         1.860000    0.0       0.0       
466         1.864000    0.0       0.0       
467         1.868000    0.0       0.0       
468         1.872000    0.0       0.0       
469         1.876000    0.0       0.0       
470         1.880000    0.0       0.0       
471         1.884000    0.0       0.0       
472         1.888000    0.0       0.0       
473         1.892000    0.0       0.0       
474         1.896000    0.0       0.0       
475         1.900000    0.0       0.0       
476         1.904000    0.0       0.0       
477         1.908000    0.0       0.0       
478         1.912000    0.0       0.0       
479         1.916000    0.0       0.0       
480         1.920000    0.0       0.0       
481         1.924000    0.0       0.0       
482         1.928000    0.0       0.0       
483         1.932000    0.0       0.0       
484         1.936000    0.0       0.0       
485         1.940000    0.0       0.0       
486         1.944000    0.0       0.0       
487         1.948000    0.0       0.0       
488         1.952000    0.0       0.0       
489         1.956000    0.0       0.0       
490         1.960000    0.0       0.0       
491         1.964000    0.0       0.0       
492         1.968000    0.0       0.0       
493         1.972000    0.0       0.0       
494         1.976000    0.0       0.0       
495         1.980000    0.0       0.0       
496         1.984000    0.0       0.0       
497         1.988000    0.0       0.0       
498         1.992000    0.0       0.0       
499         1.996000    0.0       0.0       
500         2.000000    0.0       0.0       
