[Grid]
[node_id]   [x]         [y]       [z]       
0           0.000000    0.0       0.0       
1           0.004000    0.0       0.0       
2           0.008000    0.0       0.0       
3           0.012000    0.0       0.0       
4           0.016000    0.0       0.0       
5           0.020000    0.0       0.0       
6           0.024000    0.0       0.0       
7           0.028000    0.0       0.0       
8           0.032000    0.0       0.0       
9           0.036000    0.0       0.0       
10          0.040000    0.0       0.0       
11          0.044000    0.0       0.0       
12          0.048000    0.0       0.0       
13          0.052000    0.0       0.0       
14          0.056000    0.0       0.0       
15          0.060000    0.0       0.0       
16          0.064000    0.0       0.0       
17          0.068000    0.0       0.0       
18          0.072000    0.0       0.0       
19          0.076000    0.0       0.0       
20          0.080000    0.0       0.0       
21          0.084000    0.0       0.0       
22          0.088000    0.0       0.0       
23          0.092000    0.0       0.0       
24          0.096000    0.0       0.0       
25          0.100000    0.0       0.0       
26          0.104000    0.0       0.0       
27          0.108000    0.0       0.0       
28          0.112000    0.0       0.0       
29          0.116000    0.0       0.0       
30          0.120000    0.0       0.0       
31          0.124000    0.0       0.0       
32          0.128000    0.0       0.0       
33          0.132000    0.0       0.0       
34          0.136000    0.0       0.0       
35          0.140000    0.0       0.0       
36          0.144000    0.0       0.0       
37          0.148000    0.0       0.0       
38          0.152000    0.0       0.0       
39          0.156000    0.0       0.0       
40          0.160000    0.0       0.0       
41          0.164000    0.0       0.0       
42          0.168000    0.0       0.0       
43          0.172000    0.0       0.0       
44          0.176000    0.0       0.0       
45          0.180000    0.0       0.0       
46          0.184000    0.0       0.0       
47          0.188000    0.0       0.0       
48          0.192000    0.0       0.0       
49          0.196000    0.0       0.0       
50          0.200000    0.0       0.0       
51          0.204000    0.0       0.0       
52          0.208000    0.0       0.0       
53          0.212000    0.0       0.0       
54          0.216000    0.0       0.0       
55          0.220000    0.0       0.0       
56          0.224000    0.0       0.0       
57          0.228000    0.0       0.0       
58          0.232000    0.0       0.0       
59          0.236000    0.0       0.0       
60          0.240000    0.0       0.0       
61          0.244000    0.0       0.0       
62          0.248000    0.0       0.0       
63          0.252000    0.0       0.0       
64          0.256000    0.0       0.0       
65          0.260000    0.0       0.0       
66          0.264000    0.0       0.0       
67          0.268000    0.0       0.0       
68          0.272000    0.0       0.0       
69          0.276000    0.0       0.0       
70          0.280000    0.0       0.0       
71          0.284000    0.0       0.0       
72          0.288000    0.0       0.0       
73          0.292000    0.0       0.0       
74          0.296000    0.0       0.0       
75          0.300000    0.0       0.0       
76          0.304000    0.0       0.0       
77          0.308000    0.0       0.0       
78          0.312000    0.0       0.0       
79          0.316000    0.0       0.0       
80          0.320000    0.0       0.0       
81          0.324000    0.0       0.0       
82          0.328000    0.0       0.0       
83          0.332000    0.0       0.0       
84          0.336000    0.0       0.0       
85          0.340000    0.0       0.0       
86          0.344000    0.0       0.0       
87          0.348000    0.0       0.0       
88          0.352000    0.0       0.0       
89          0.356000    0.0       0.0       
90          0.360000    0.0       0.0       
91          0.364000    0.0       0.0       
92          0.368000    0.0       0.0       
93          0.372000    0.0       0.0       
94          0.376000    0.0       0.0       
95          0.380000    0.0       0.0       
96          0.384000    0.0       0.0       
97          0.388000    0.0       0.0       
98          0.392000    0.0       0.0       
99          0.396000    0.0       0.0       
100         0.400000    0.0       0.0       
101         0.404000    0.0       0.0       
102         0.408000    0.0       0.0       
103         0.412000    0.0       0.0       
104         0.416000    0.0       0.0       
105         0.420000    0.0       0.0       
106         0.424000    0.0       0.0       
107         0.428000    0.0       0.0       
108         0.432000    0.0       0.0       
109         0.436000    0.0       0.0       
110         0.440000    0.0       0.0       
111         0.444000    0.0       0.0       
112         0.448000    0.0       0.0       
113         0.452000    0.0       0.0       
114         0.456000    0.0       0.0       
115         0.460000    0.0       0.0       
116         0.464000    0.0       0.0       
117         0.468000    0.0       0.0       
118         0.472000    0.0       0.0       
119         0.476000    0.0       0.0       
120         0.480000    0.0       0.0       
121         0.484000    0.0       0.0       
122         0.488000    0.0       0.0       
123         0.492000    0.0       0.0       
124         0.496000    0.0       0.0       
125         0.500000    0.0       0.0       
126         0.504000    0.0       0.0       
127         0.508000    0.0       0.0       
128         0.512000    0.0       0.0       
129         0.516000    0.0       0.0       
130         0.520000    0.0       0.0       
131         0.524000    0.0       0.0       
132         0.528000    0.0       0.0       
133         0.532000    0.0       0.0       
134         0.536000    0.0       0.0       
135         0.540000    0.0       0.0       
136         0.544000    0.0       0.0       
137         0.548000    0.0       0.0       
138         0.552000    0.0       0.0       
139         0.556000    0.0       0.0       
140         0.560000    0.0       0.0       
141         0.564000    0.0       0.0       
142         0.568000    0.0       0.0       
143         0.572000    0.0       0.0       
144         0.576000    0.0       0.0       
145         0.580000    0.0       0.0       
146         0.584000    0.0       0.0       
147         0.588000    0.0       0.0       
148         0.592000    0.0       0.0       
149         0.596000    0.0       0.0       
150         0.600000    0.0       0.0       
151         0.604000    0.0       0.0       
152         0.608000    0.0       0.0       
153         0.612000    0.0       0.0       
154         0.616000    0.0       0.0       
155         0.620000    0.0       0.0       
156         0.624000    0.0       0.0       
157         0.628000    0.0       0.0       
158         0.632000    0.0       0.0       
159         0.636000    0.0       0.0       
160         0.640000    0.0       0.0       
161         0.644000    0.0       0.0       
162         0.648000    0.0       0.0       
163         0.652000    0.0       0.0       
164         0.656000    0.0       0.0       
165         0.660000    0.0       0.0       
166         0.664000    0.0       0.0       
167         0.668000    0.0       0.0       
168         0.672000    0.0       0.0       
169         0.676000    0.0       0.0       
170         0.680000    0.0       0.0       
171         0.684000    0.0       0.0       
172         0.688000    0.0       0.0       
173         0.692000    0.0       0.0       
174         0.696000    0.0       0.0       
175         0.700000    0.0       0.0       
176         0.704000    0.0       0.0       
177         0.708000    0.0       0.0       
178         0.712000    0.0       0.0       
179         0.716000    0.0       0.0       
180         0.720000    0.0       0.0       
181         0.724000    0.0       0.0       
182         0.728000    0.0       0.0       
183         0.732000    0.0       0.0       
184         0.736000    0.0       0.0       
185         0.740000    0.0       0.0       
186         0.744000    0.0       0.0       
187         0.748000    0.0       0.0       
188         0.752000    0.0       0.0       
189         0.756000    0.0       0.0       
190         0.760000    0.0       0.0       
191         0.764000    0.0       0.0       
192         0.768000    0.0       0.0       
193         0.772000    0.0       0.0       
194         0.776000    0.0       0.0       
195         0.780000    0.0       0.0       
196         0.784000    0.0       0.0       
197         0.788000    0.0       0.0       
198         0.792000    0.0       0.0       
199         0.796000    0.0       0.0       
200         0.800000    0.0       0.0       
201         0.804000    0.0       0.0       
202         0.808000    0.0       0.0       
203         0.812000    0.0       0.0       
204         0.816000    0.0       0.0       
205         0.820000    0.0       0.0       
206         0.824000    0.0       0.0       
207         0.828000    0.0       0.0       
208         0.832000    0.0       0.0       
209         0.836000    0.0       0.0       
210         0.840000    0.0       0.0       
211         0.844000    0.0       0.0       
212         0.848000    0.0       0.0       
213         0.852000    0.0       0.0       
214         0.856000    0.0       0.0       
215         0.860000    0.0       0.0       
216         0.864000    0.0       0.0       
217         0.868000    0.0       0.0       
218         0.872000    0.0       0.0       
219         0.876000    0.0       0.0       
220         0.880000    0.0       0.0       
221         0.884000    0.0       0.0       
222         0.888000    0.0       0.0       
223         0.892000    0.0       0.0       
224         0.896000    0.0       0.0       
225         0.900000    0.0       0.0       
226         0.904000    0.0       0.0       
227         0.908000    0.0       0.0       
228         0.912000    0.0       0.0       
229         0.916000    0.0       0.0       
230         0.920000    0.0       0.0       
231         0.924000    0.0       0.0       
232         0.928000    0.0       0.0       
233         0.932000    0.0       0.0       
234         0.936000    0.0       0.0       
235         0.940000    0.0       0.0       
236         0.944000    0.0       0.0       
237         0.948000    0.0       0.0       
238         0.952000    0.0       0.0       
239         0.956000    0.0       0.0       
240         0.960000    0.0       0.0       
241         0.964000    0.0       0.0       
242         0.968000    0.0       0.0       
243         0.972000    0.0       0.0       
244         0.976000    0.0       0.0       
245         0.980000    0.0       0.0       
246         0.984000    0.0       0.0       
247         0.988000    0.0       0.0       
248         0.992000    0.0       0.0       
249         0.996000    0.0       0.0       
250         1.000000    0.0       0.0       
251         1.004000    0.0       0.0       
