[Grid]
[node_id]   [x]         [y]       [z]       
140         1.120000    0.0       0.0       
141         1.128000    0.0       0.0       
142         1.136000    0.0       0.0       
143         1.144000    0.0       0.0       
144         1.152000    0.0       0.0       
145         1.160000    0.0       0.0       
146         1.168000    0.0       0.0       
147         1.176000    0.0       0.0       
148         1.184000    0.0       0.0       
149         1.192000    0.0       0.0       
150         1.200000    0.0       0.0       
151         1.208000    0.0       0.0       
152         1.216000    0.0       0.0       
153         1.224000    0.0       0.0       
154         1.232000    0.0       0.0       
155         1.240000    0.0       0.0       
156         1.248000    0.0       0.0       
157         1.256000    0.0       0.0       
158         1.264000    0.0       0.0       
159         1.272000    0.0       0.0       
160         1.280000    0.0       0.0       
161         1.288000    0.0       0.0       
162         1.296000    0.0       0.0       
163         1.304000    0.0       0.0       
164         1.312000    0.0       0.0       
165         1.320000    0.0       0.0       
166         1.328000    0.0       0.0       
167         1.336000    0.0       0.0       
168         1.344000    0.0       0.0       
169         1.352000    0.0       0.0       
170         1.360000    0.0       0.0       
171         1.368000    0.0       0.0       
172         1.376000    0.0       0.0       
173         1.384000    0.0       0.0       
174         1.392000    0.0       0.0       
175         1.400000    0.0       0.0       
176         1.408000    0.0       0.0       
177         1.416000    0.0       0.0       
178         1.424000    0.0       0.0       
179         1.432000    0.0       0.0       
180         1.440000    0.0       0.0       
181         1.448000    0.0       0.0       
182         1.456000    0.0       0.0       
183         1.464000    0.0       0.0       
184         1.472000    0.0       0.0       
185         1.480000    0.0       0.0       
186         1.488000    0.0       0.0       
187         1.496000    0.0       0.0       
188         1.504000    0.0       0.0       
189         1.512000    0.0       0.0       
190         1.520000    0.0       0.0       
191         1.528000    0.0       0.0       
192         1.536000    0.0       0.0       
193         1.544000    0.0       0.0       
194         1.552000    0.0       0.0       
195         1.560000    0.0       0.0       
196         1.568000    0.0       0.0       
197         1.576000    0.0       0.0       
198         1.584000    0.0       0.0       
199         1.592000    0.0       0.0       
200         1.600000    0.0       0.0       
201         1.608000    0.0       0.0       
202         1.616000    0.0       0.0       
203         1.624000    0.0       0.0       
204         1.632000    0.0       0.0       
205         1.640000    0.0       0.0       
206         1.648000    0.0       0.0       
207         1.656000    0.0       0.0       
208         1.664000    0.0       0.0       
209         1.672000    0.0       0.0       
210         1.680000    0.0       0.0       
211         1.688000    0.0       0.0       
212         1.696000    0.0       0.0       
213         1.704000    0.0       0.0       
214         1.712000    0.0       0.0       
215         1.720000    0.0       0.0       
216         1.728000    0.0       0.0       
217         1.736000    0.0       0.0       
218         1.744000    0.0       0.0       
219         1.752000    0.0       0.0       
220         1.760000    0.0       0.0       
221         1.768000    0.0       0.0       
222         1.776000    0.0       0.0       
223         1.784000    0.0       0.0       
224         1.792000    0.0       0.0       
225         1.800000    0.0       0.0       
226         1.808000    0.0       0.0       
227         1.816000    0.0       0.0       
228         1.824000    0.0       0.0       
229         1.832000    0.0       0.0       
230         1.840000    0.0       0.0       
231         1.848000    0.0       0.0       
232         1.856000    0.0       0.0       
233         1.864000    0.0       0.0       
234         1.872000    0.0       0.0       
235         1.880000    0.0       0.0       
236         1.888000    0.0       0.0       
237         1.896000    0.0       0.0       
238         1.904000    0.0       0.0       
239         1.912000    0.0       0.0       
240         1.920000    0.0       0.0       
241         1.928000    0.0       0.0       
242         1.936000    0.0       0.0       
243         1.944000    0.0       0.0       
244         1.952000    0.0       0.0       
245         1.960000    0.0       0.0       
246         1.968000    0.0       0.0       
247         1.976000    0.0       0.0       
248         1.984000    0.0       0.0       
249         1.992000    0.0       0.0       
250         2.000000    0.0       0.0       
